method,layout_index,gap_bin,initial_sigma,tolerance,n_trials,success_rate,mean_visited,mean_worst_distance,nonfinite_rate
analytic_single,641,≥10%,0.05,0.05,20,0.8,3.8,0.03403148670345648,0.0
analytic_single,647,<1%,0.0,0.02,1,1.0,4.0,0.00044139800700600566,0.0
analytic_single,647,<1%,0.0,0.05,1,1.0,4.0,0.00044139800700600566,0.0
analytic_single,647,<1%,0.01,0.02,20,1.0,4.0,0.006570684724418956,0.0
analytic_single,647,<1%,0.01,0.05,20,1.0,4.0,0.006570684724418956,0.0
analytic_single,647,<1%,0.05,0.02,20,0.3,2.9,0.032286320612762515,0.0
analytic_single,647,<1%,0.05,0.05,20,0.8,3.8,0.032286320612762515,0.0
analytic_single,648,5–<10%,0.0,0.02,1,1.0,4.0,0.0006364539777747088,0.0
analytic_single,648,5–<10%,0.0,0.05,1,1.0,4.0,0.0006364539777747088,0.0
analytic_single,648,5–<10%,0.01,0.02,20,1.0,4.0,0.00452139057076285,0.0
analytic_single,648,5–<10%,0.01,0.05,20,1.0,4.0,0.00452139057076285,0.0
analytic_single,648,5–<10%,0.05,0.02,20,0.55,3.5,0.0222926911518595,0.0
analytic_single,648,5–<10%,0.05,0.05,20,1.0,4.0,0.0222926911518595,0.0
analytic_single,660,<1%,0.0,0.02,1,1.0,4.0,0.0004774416704834911,0.0
analytic_single,660,<1%,0.0,0.05,1,1.0,4.0,0.0004774416704834911,0.0
analytic_single,660,<1%,0.01,0.02,20,1.0,4.0,0.004078754874021972,0.0
analytic_single,660,<1%,0.01,0.05,20,1.0,4.0,0.004078754874021972,0.0
analytic_single,660,<1%,0.05,0.02,20,0.55,3.4,0.019979597724946983,0.0
analytic_single,660,<1%,0.05,0.05,20,0.9,3.9,0.019979597724946983,0.0
analytic_single,690,<1%,0.0,0.02,1,1.0,4.0,0.0006570859519769061,0.0
analytic_single,690,<1%,0.0,0.05,1,1.0,4.0,0.0006570859519769061,0.0
analytic_single,690,<1%,0.01,0.02,20,1.0,4.0,0.004417040741532491,0.0
analytic_single,690,<1%,0.01,0.05,20,1.0,4.0,0.004417040741532491,0.0
analytic_single,690,<1%,0.05,0.02,20,0.5,3.45,0.022649177718540116,0.0
analytic_single,690,<1%,0.05,0.05,20,0.95,3.95,0.022649177718540116,0.0
analytic_single,710,<1%,0.0,0.02,1,1.0,4.0,0.0004984249944861549,0.0
analytic_single,710,<1%,0.0,0.05,1,1.0,4.0,0.0004984249944861549,0.0
analytic_single,710,<1%,0.01,0.02,20,1.0,4.0,0.005382637951874629,0.0
analytic_single,710,<1%,0.01,0.05,20,1.0,4.0,0.005382637951874629,0.0
analytic_single,710,<1%,0.05,0.02,20,0.4,3.15,0.026788325368804294,0.0
analytic_single,710,<1%,0.05,0.05,20,0.95,3.95,0.026788325368804294,0.0
analytic_single,712,5–<10%,0.0,0.02,1,1.0,4.0,0.000396533640557757,0.0
analytic_single,712,5–<10%,0.0,0.05,1,1.0,4.0,0.000396533640557757,0.0
analytic_single,712,5–<10%,0.01,0.02,20,1.0,4.0,0.004397031721082162,0.0
analytic_single,712,5–<10%,0.01,0.05,20,1.0,4.0,0.004397031721082162,0.0
analytic_single,712,5–<10%,0.05,0.02,20,0.55,3.55,0.0218124750995835,0.0
analytic_single,712,5–<10%,0.05,0.05,20,0.95,3.95,0.0218124750995835,0.0
analytic_single,722,<1%,0.0,0.02,1,1.0,4.0,0.00037516582639533514,0.0
analytic_single,722,<1%,0.0,0.05,1,1.0,4.0,0.00037516582639533514,0.0
analytic_single,722,<1%,0.01,0.02,20,1.0,4.0,0.005157391104753065,0.0
analytic_single,722,<1%,0.01,0.05,20,1.0,4.0,0.005157391104753065,0.0
analytic_single,722,<1%,0.05,0.02,20,0.4,3.35,0.025390630660233737,0.0
analytic_single,722,<1%,0.05,0.05,20,0.95,3.95,0.025390630660233737,0.0
analytic_single,731,<1%,0.0,0.02,1,1.0,4.0,0.000486639837617646,0.0
analytic_single,731,<1%,0.0,0.05,1,1.0,4.0,0.000486639837617646,0.0
analytic_single,731,<1%,0.01,0.02,20,1.0,4.0,0.004188805545688037,0.0
analytic_single,731,<1%,0.01,0.05,20,1.0,4.0,0.004188805545688037,0.0
analytic_single,731,<1%,0.05,0.02,20,0.6,3.55,0.02083848444945999,0.0
analytic_single,731,<1%,0.05,0.05,20,0.9,3.9,0.02083848444945999,0.0
analytic_single,749,<1%,0.0,0.02,1,1.0,4.0,0.0004878189128896025,0.0
analytic_single,749,<1%,0.0,0.05,1,1.0,4.0,0.0004878189128896025,0.0
analytic_single,749,<1%,0.01,0.02,20,1.0,4.0,0.004074580943790674,0.0
analytic_single,749,<1%,0.01,0.05,20,1.0,4.0,0.004074580943790674,0.0
analytic_single,749,<1%,0.05,0.02,20,0.55,3.35,0.020098076175187714,0.0
analytic_single,749,<1%,0.05,0.05,20,1.0,4.0,0.020098076175187714,0.0
analytic_single,776,5–<10%,0.0,0.02,1,1.0,4.0,0.00038782446292108075,0.0
analytic_single,776,5–<10%,0.0,0.05,1,1.0,4.0,0.00038782446292108075,0.0
analytic_single,776,5–<10%,0.01,0.02,20,1.0,4.0,0.005986106615057505,0.0
analytic_single,776,5–<10%,0.01,0.05,20,1.0,4.0,0.005986106615057505,0.0
analytic_single,776,5–<10%,0.05,0.02,20,0.25,2.85,0.030649640730789362,0.0
analytic_single,776,5–<10%,0.05,0.05,20,0.9,3.9,0.030649640730789362,0.0
analytic_single,777,1–<5%,0.0,0.02,1,1.0,4.0,0.0003129296405512077,0.0
analytic_single,777,1–<5%,0.0,0.05,1,1.0,4.0,0.0003129296405512077,0.0
analytic_single,777,1–<5%,0.01,0.02,20,1.0,4.0,0.002873025245377789,0.0
analytic_single,777,1–<5%,0.01,0.05,20,1.0,4.0,0.002873025245377789,0.0
analytic_single,777,1–<5%,0.05,0.02,20,0.85,3.8,0.014373066955470254,0.0
analytic_single,777,1–<5%,0.05,0.05,20,1.0,4.0,0.014373066955470254,0.0
analytic_single,784,5–<10%,0.0,0.02,1,1.0,4.0,0.00018709802655149754,0.0
analytic_single,784,5–<10%,0.0,0.05,1,1.0,4.0,0.00018709802655149754,0.0
analytic_single,784,5–<10%,0.01,0.02,20,1.0,4.0,0.002566413232734204,0.0
analytic_single,784,5–<10%,0.01,0.05,20,1.0,4.0,0.002566413232734204,0.0
analytic_single,784,5–<10%,0.05,0.02,20,0.75,3.7,0.01256918706262758,0.0
analytic_single,784,5–<10%,0.05,0.05,20,1.0,4.0,0.01256918706262758,0.0
analytic_single,789,5–<10%,0.0,0.02,1,1.0,4.0,0.0002198022789698152,0.0
analytic_single,789,5–<10%,0.0,0.05,1,1.0,4.0,0.0002198022789698152,0.0
analytic_single,789,5–<10%,0.01,0.02,20,1.0,4.0,0.003604444065908425,0.0
analytic_single,789,5–<10%,0.01,0.05,20,1.0,4.0,0.003604444065908425,0.0
analytic_single,789,5–<10%,0.05,0.02,20,0.6,3.55,0.018188113944074137,0.0
analytic_single,789,5–<10%,0.05,0.05,20,1.0,4.0,0.018188113944074137,0.0
analytic_single,792,5–<10%,0.0,0.02,1,1.0,4.0,0.00034520077763043096,0.0
analytic_single,792,5–<10%,0.0,0.05,1,1.0,4.0,0.00034520077763043096,0.0
analytic_single,792,5–<10%,0.01,0.02,20,1.0,4.0,0.006242768922913975,0.0
analytic_single,792,5–<10%,0.01,0.05,20,1.0,4.0,0.006242768922913975,0.0
analytic_single,792,5–<10%,0.05,0.02,20,0.35,3.1,0.031152265415990272,0.0
analytic_single,792,5–<10%,0.05,0.05,20,0.85,3.85,0.031152265415990272,0.0
analytic_single,797,1–<5%,0.0,0.02,1,1.0,4.0,0.0006450381999902432,0.0
analytic_single,797,1–<5%,0.0,0.05,1,1.0,4.0,0.0006450381999902432,0.0
analytic_single,797,1–<5%,0.01,0.02,20,1.0,4.0,0.004582731689666917,0.0
analytic_single,797,1–<5%,0.01,0.05,20,1.0,4.0,0.004582731689666917,0.0
analytic_single,797,1–<5%,0.05,0.02,20,0.55,3.45,0.021813848343581466,0.0
analytic_single,797,1–<5%,0.05,0.05,20,0.95,3.95,0.021813848343581466,0.0
analytic_single,804,≥10%,0.0,0.02,1,1.0,4.0,0.00012361709469888252,0.0
analytic_single,804,≥10%,0.0,0.05,1,1.0,4.0,0.00012361709469888252,0.0
analytic_single,804,≥10%,0.01,0.02,20,1.0,4.0,0.003918531173811806,0.0
analytic_single,804,≥10%,0.01,0.05,20,1.0,4.0,0.003918531173811806,0.0
analytic_single,804,≥10%,0.05,0.02,20,0.55,3.4,0.01927672586091688,0.0
analytic_single,804,≥10%,0.05,0.05,20,1.0,4.0,0.01927672586091688,0.0
analytic_single,815,<1%,0.0,0.02,1,1.0,4.0,0.00012258825494724116,0.0
analytic_single,815,<1%,0.0,0.05,1,1.0,4.0,0.00012258825494724116,0.0
analytic_single,815,<1%,0.01,0.02,20,1.0,4.0,0.0033546765367342664,0.0
analytic_single,815,<1%,0.01,0.05,20,1.0,4.0,0.0033546765367342664,0.0
analytic_single,815,<1%,0.05,0.02,20,0.7,3.6,0.017002178533623676,0.0
analytic_single,815,<1%,0.05,0.05,20,1.0,4.0,0.017002178533623676,0.0
analytic_single,820,<1%,0.0,0.02,1,1.0,4.0,0.00023227135143377868,0.0
analytic_single,820,<1%,0.0,0.05,1,1.0,4.0,0.00023227135143377868,0.0
analytic_single,820,<1%,0.01,0.02,20,1.0,4.0,0.0034723945491179293,0.0
analytic_single,820,<1%,0.01,0.05,20,1.0,4.0,0.0034723945491179293,0.0
analytic_single,820,<1%,0.05,0.02,20,0.5,3.45,0.017873678714017398,0.0
analytic_single,820,<1%,0.05,0.05,20,1.0,4.0,0.017873678714017398,0.0
analytic_single,822,5–<10%,0.0,0.02,1,1.0,4.0,0.00022924457457438785,0.0
analytic_single,822,5–<10%,0.0,0.05,1,1.0,4.0,0.00022924457457438785,0.0
analytic_single,822,5–<10%,0.01,0.02,20,1.0,4.0,0.004213824756381708,0.0
analytic_single,822,5–<10%,0.01,0.05,20,1.0,4.0,0.004213824756381708,0.0
analytic_single,822,5–<10%,0.05,0.02,20,0.55,3.55,0.0207367703564179,0.0
analytic_single,822,5–<10%,0.05,0.05,20,1.0,4.0,0.0207367703564179,0.0
analytic_single,841,≥10%,0.0,0.02,1,1.0,4.0,0.00021454107363306265,0.0
analytic_single,841,≥10%,0.0,0.05,1,1.0,4.0,0.00021454107363306265,0.0
analytic_single,841,≥10%,0.01,0.02,20,1.0,4.0,0.004534442789858608,0.0
analytic_single,841,≥10%,0.01,0.05,20,1.0,4.0,0.004534442789858608,0.0
analytic_single,841,≥10%,0.05,0.02,20,0.5,3.45,0.022657364710426044,0.0
analytic_single,841,≥10%,0.05,0.05,20,0.95,3.95,0.022657364710426044,0.0
analytic_single,851,1–<5%,0.0,0.02,1,1.0,4.0,0.00024703512246608577,0.0
analytic_single,851,1–<5%,0.0,0.05,1,1.0,4.0,0.00024703512246608577,0.0
analytic_single,851,1–<5%,0.01,0.02,20,1.0,4.0,0.004278390897017971,0.0
analytic_single,851,1–<5%,0.01,0.05,20,1.0,4.0,0.004278390897017971,0.0
analytic_single,851,1–<5%,0.05,0.02,20,0.6,3.55,0.02125821415250366,0.0
analytic_single,851,1–<5%,0.05,0.05,20,0.95,3.95,0.02125821415250366,0.0
analytic_single,870,≥10%,0.0,0.02,1,1.0,4.0,0.00018922240580574733,0.0
analytic_single,870,≥10%,0.0,0.05,1,1.0,4.0,0.00018922240580574733,0.0
analytic_single,870,≥10%,0.01,0.02,20,1.0,4.0,0.003821417462277718,0.0
analytic_single,870,≥10%,0.01,0.05,20,1.0,4.0,0.003821417462277718,0.0
analytic_single,870,≥10%,0.05,0.02,20,0.65,3.65,0.018827353103003285,0.0
analytic_single,870,≥10%,0.05,0.05,20,1.0,4.0,0.018827353103003285,0.0
analytic_single,877,5–<10%,0.0,0.02,1,1.0,4.0,0.0005924045564813319,0.0
analytic_single,877,5–<10%,0.0,0.05,1,1.0,4.0,0.0005924045564813319,0.0
analytic_single,877,5–<10%,0.01,0.02,20,1.0,4.0,0.00562713383547198,0.0
analytic_single,877,5–<10%,0.01,0.05,20,1.0,4.0,0.00562713383547198,0.0
analytic_single,877,5–<10%,0.05,0.02,20,0.35,3.3,0.027574263623299095,0.0
analytic_single,877,5–<10%,0.05,0.05,20,0.9,3.9,0.027574263623299095,0.0
analytic_single,884,≥10%,0.0,0.02,1,1.0,4.0,0.00012165370887045417,0.0
analytic_single,884,≥10%,0.0,0.05,1,1.0,4.0,0.00012165370887045417,0.0
analytic_single,884,≥10%,0.01,0.02,20,1.0,4.0,0.0053414358520531705,0.0
analytic_single,884,≥10%,0.01,0.05,20,1.0,4.0,0.0053414358520531705,0.0
analytic_single,884,≥10%,0.05,0.02,20,0.4,3.3,0.027034443040552462,0.0
analytic_single,884,≥10%,0.05,0.05,20,0.85,3.85,0.027034443040552462,0.0
analytic_single,887,<1%,0.0,0.02,1,1.0,4.0,0.00023435146575451855,0.0
analytic_single,887,<1%,0.0,0.05,1,1.0,4.0,0.00023435146575451855,0.0
analytic_single,887,<1%,0.01,0.02,20,1.0,4.0,0.006537607572216055,0.0
analytic_single,887,<1%,0.01,0.05,20,1.0,4.0,0.006537607572216055,0.0
analytic_single,887,<1%,0.05,0.02,20,0.15,2.65,0.03285904405894982,0.0
analytic_single,887,<1%,0.05,0.05,20,0.95,3.95,0.03285904405894982,0.0
analytic_single,888,5–<10%,0.0,0.02,1,1.0,4.0,0.0001975901639845836,0.0
analytic_single,888,5–<10%,0.0,0.05,1,1.0,4.0,0.0001975901639845836,0.0
analytic_single,888,5–<10%,0.01,0.02,20,1.0,4.0,0.0036372123890129416,0.0
analytic_single,888,5–<10%,0.01,0.05,20,1.0,4.0,0.0036372123890129416,0.0
analytic_single,888,5–<10%,0.05,0.02,20,0.6,3.55,0.018238038557425958,0.0
analytic_single,888,5–<10%,0.05,0.05,20,0.95,3.95,0.018238038557425958,0.0
analytic_single,896,≥10%,0.0,0.02,1,1.0,4.0,0.00022310910630630242,0.0
analytic_single,896,≥10%,0.0,0.05,1,1.0,4.0,0.00022310910630630242,0.0
analytic_single,896,≥10%,0.01,0.02,20,1.0,4.0,0.005838746017650689,0.0
analytic_single,896,≥10%,0.01,0.05,20,1.0,4.0,0.005838746017650689,0.0
analytic_single,896,≥10%,0.05,0.02,20,0.4,3.35,0.029041224390095044,0.0
analytic_single,896,≥10%,0.05,0.05,20,0.85,3.85,0.029041224390095044,0.0
analytic_single,899,≥10%,0.0,0.02,1,1.0,4.0,0.0003935507206628766,0.0
analytic_single,899,≥10%,0.0,0.05,1,1.0,4.0,0.0003935507206628766,0.0
analytic_single,899,≥10%,0.01,0.02,20,1.0,4.0,0.007085954213985482,0.0
analytic_single,899,≥10%,0.01,0.05,20,1.0,4.0,0.007085954213985482,0.0
analytic_single,899,≥10%,0.05,0.02,20,0.3,3.0,0.03553527166110643,0.0
analytic_single,899,≥10%,0.05,0.05,20,0.75,3.7,0.03553527166110643,0.0
analytic_single,904,5–<10%,0.0,0.02,1,1.0,4.0,0.0003388621825707733,0.0
analytic_single,904,5–<10%,0.0,0.05,1,1.0,4.0,0.0003388621825707733,0.0
analytic_single,904,5–<10%,0.01,0.02,20,0.95,3.95,0.007830912030220693,0.0
analytic_single,904,5–<10%,0.01,0.05,20,1.0,4.0,0.007830912030220693,0.0
analytic_single,904,5–<10%,0.05,0.02,20,0.3,2.9,0.03969791016485711,0.0
analytic_single,904,5–<10%,0.05,0.05,20,0.65,3.65,0.03969791016485711,0.0
analytic_single,912,1–<5%,0.0,0.02,1,1.0,4.0,0.00034319069081277325,0.0
analytic_single,912,1–<5%,0.0,0.05,1,1.0,4.0,0.00034319069081277325,0.0
analytic_single,912,1–<5%,0.01,0.02,20,1.0,4.0,0.00494999262030856,0.0
analytic_single,912,1–<5%,0.01,0.05,20,1.0,4.0,0.00494999262030856,0.0
analytic_single,912,1–<5%,0.05,0.02,20,0.35,3.1,0.02420794263896478,0.0
analytic_single,912,1–<5%,0.05,0.05,20,0.95,3.95,0.02420794263896478,0.0
analytic_single,930,1–<5%,0.0,0.02,1,1.0,4.0,0.00019229727862772982,0.0
analytic_single,930,1–<5%,0.0,0.05,1,1.0,4.0,0.00019229727862772982,0.0
analytic_single,930,1–<5%,0.01,0.02,20,1.0,4.0,0.007074052666490629,0.0
analytic_single,930,1–<5%,0.01,0.05,20,1.0,4.0,0.007074052666490629,0.0
analytic_single,930,1–<5%,0.05,0.02,20,0.3,3.3,0.03487444457755909,0.0
analytic_single,930,1–<5%,0.05,0.05,20,0.8,3.8,0.03487444457755909,0.0
analytic_single,931,1–<5%,0.0,0.02,1,1.0,4.0,0.0004832613717123939,0.0
analytic_single,931,1–<5%,0.0,0.05,1,1.0,4.0,0.0004832613717123939,0.0
analytic_single,931,1–<5%,0.01,0.02,20,1.0,4.0,0.0052270413091465295,0.0
analytic_single,931,1–<5%,0.01,0.05,20,1.0,4.0,0.0052270413091465295,0.0
analytic_single,931,1–<5%,0.05,0.02,20,0.4,3.3,0.025573228952975223,0.0
analytic_single,931,1–<5%,0.05,0.05,20,0.9,3.9,0.025573228952975223,0.0
analytic_single,938,≥10%,0.0,0.02,1,1.0,4.0,0.00025163146397341366,0.0
analytic_single,938,≥10%,0.0,0.05,1,1.0,4.0,0.00025163146397341366,0.0
analytic_single,938,≥10%,0.01,0.02,20,1.0,4.0,0.003487422038031723,0.0
analytic_single,938,≥10%,0.01,0.05,20,1.0,4.0,0.003487422038031723,0.0
analytic_single,938,≥10%,0.05,0.02,20,0.6,3.6,0.017469418255180218,0.0
analytic_single,938,≥10%,0.05,0.05,20,1.0,4.0,0.017469418255180218,0.0
analytic_single,939,1–<5%,0.0,0.02,1,1.0,4.0,0.00044096410263571407,0.0
analytic_single,939,1–<5%,0.0,0.05,1,1.0,4.0,0.00044096410263571407,0.0
analytic_single,939,1–<5%,0.01,0.02,20,1.0,4.0,0.00487341660637404,0.0
analytic_single,939,1–<5%,0.01,0.05,20,1.0,4.0,0.00487341660637404,0.0
analytic_single,939,1–<5%,0.05,0.02,20,0.55,3.5,0.024440585785988567,0.0
analytic_single,939,1–<5%,0.05,0.05,20,0.9,3.9,0.024440585785988567,0.0
analytic_single,944,1–<5%,0.0,0.02,1,1.0,4.0,0.00037916553679305054,0.0
analytic_single,944,1–<5%,0.0,0.05,1,1.0,4.0,0.00037916553679305054,0.0
analytic_single,944,1–<5%,0.01,0.02,20,1.0,4.0,0.004501390517882662,0.0
analytic_single,944,1–<5%,0.01,0.05,20,1.0,4.0,0.004501390517882662,0.0
analytic_single,944,1–<5%,0.05,0.02,20,0.4,3.4,0.022423061228308207,0.0
analytic_single,944,1–<5%,0.05,0.05,20,0.95,3.95,0.022423061228308207,0.0
analytic_single,946,5–<10%,0.0,0.02,1,1.0,4.0,0.00021023588775630756,0.0
analytic_single,946,5–<10%,0.0,0.05,1,1.0,4.0,0.00021023588775630756,0.0
analytic_single,946,5–<10%,0.01,0.02,20,1.0,4.0,0.002310405378080977,0.0
analytic_single,946,5–<10%,0.01,0.05,20,1.0,4.0,0.002310405378080977,0.0
analytic_single,946,5–<10%,0.05,0.02,20,0.95,3.95,0.011468069869549204,0.0
analytic_single,946,5–<10%,0.05,0.05,20,1.0,4.0,0.011468069869549204,0.0
analytic_single,950,1–<5%,0.0,0.02,1,1.0,4.0,0.00039207336410143195,0.0
analytic_single,950,1–<5%,0.0,0.05,1,1.0,4.0,0.00039207336410143195,0.0
analytic_single,950,1–<5%,0.01,0.02,20,1.0,4.0,0.007204141897493547,0.0
analytic_single,950,1–<5%,0.01,0.05,20,1.0,4.0,0.007204141897493547,0.0
analytic_single,950,1–<5%,0.05,0.02,20,0.1,3.0,0.03614308089207039,0.0
analytic_single,950,1–<5%,0.05,0.05,20,0.85,3.85,0.03614308089207039,0.0
analytic_single,954,<1%,0.0,0.02,1,1.0,4.0,0.0003212618905568832,0.0
analytic_single,954,<1%,0.0,0.05,1,1.0,4.0,0.0003212618905568832,0.0
analytic_single,954,<1%,0.01,0.02,20,1.0,4.0,0.0030322536203818275,0.0
analytic_single,954,<1%,0.01,0.05,20,1.0,4.0,0.0030322536203818275,0.0
analytic_single,954,<1%,0.05,0.02,20,0.75,3.7,0.015070614874629722,0.0
analytic_single,954,<1%,0.05,0.05,20,0.95,3.95,0.015070614874629722,0.0
analytic_single,967,≥10%,0.0,0.02,1,1.0,4.0,0.00019704465711445368,0.0
analytic_single,967,≥10%,0.0,0.05,1,1.0,4.0,0.00019704465711445368,0.0
analytic_single,967,≥10%,0.01,0.02,20,1.0,4.0,0.0036534534995568317,0.0
analytic_single,967,≥10%,0.01,0.05,20,1.0,4.0,0.0036534534995568317,0.0
analytic_single,967,≥10%,0.05,0.02,20,0.65,3.45,0.018114215291470278,0.0
analytic_single,967,≥10%,0.05,0.05,20,1.0,4.0,0.018114215291470278,0.0
analytic_single,982,1–<5%,0.0,0.02,1,1.0,4.0,0.0005786254591534477,0.0
analytic_single,982,1–<5%,0.0,0.05,1,1.0,4.0,0.0005786254591534477,0.0
analytic_single,982,1–<5%,0.01,0.02,20,1.0,4.0,0.00652323831255625,0.0
analytic_single,982,1–<5%,0.01,0.05,20,1.0,4.0,0.00652323831255625,0.0
analytic_single,982,1–<5%,0.05,0.02,20,0.25,3.05,0.03231934939587346,0.0
analytic_single,982,1–<5%,0.05,0.05,20,0.9,3.9,0.03231934939587346,0.0
analytic_single,993,<1%,0.0,0.02,1,1.0,4.0,0.00023842101908817367,0.0
analytic_single,993,<1%,0.0,0.05,1,1.0,4.0,0.00023842101908817367,0.0
analytic_single,993,<1%,0.01,0.02,20,1.0,4.0,0.0041148248780523596,0.0
analytic_single,993,<1%,0.01,0.05,20,1.0,4.0,0.0041148248780523596,0.0
analytic_single,993,<1%,0.05,0.02,20,0.65,3.65,0.02049140128499614,0.0
analytic_single,993,<1%,0.05,0.05,20,0.9,3.9,0.02049140128499614,0.0
analytic_multi,3,≥10%,0.0,0.02,1,1.0,4.0,0.0003021692127202567,0.0
analytic_multi,3,≥10%,0.0,0.05,1,1.0,4.0,0.0003021692127202567,0.0
analytic_multi,3,≥10%,0.01,0.02,20,1.0,4.0,0.0028540844704122307,0.0
analytic_multi,3,≥10%,0.01,0.05,20,1.0,4.0,0.0028540844704122307,0.0
analytic_multi,3,≥10%,0.05,0.02,20,0.7,3.65,0.01395704073295429,0.0
analytic_multi,3,≥10%,0.05,0.05,20,1.0,4.0,0.01395704073295429,0.0
analytic_multi,8,5–<10%,0.0,0.02,1,1.0,4.0,0.0003654662154155772,0.0
analytic_multi,8,5–<10%,0.0,0.05,1,1.0,4.0,0.0003654662154155772,0.0
analytic_multi,8,5–<10%,0.01,0.02,20,1.0,4.0,0.0031885848913819305,0.0
analytic_multi,8,5–<10%,0.01,0.05,20,1.0,4.0,0.0031885848913819305,0.0
analytic_multi,8,5–<10%,0.05,0.02,20,0.65,3.5,0.01573496406903719,0.0
analytic_multi,8,5–<10%,0.05,0.05,20,1.0,4.0,0.01573496406903719,0.0
analytic_multi,15,≥10%,0.0,0.02,1,1.0,4.0,0.0003597076309833829,0.0
analytic_multi,15,≥10%,0.0,0.05,1,1.0,4.0,0.0003597076309833829,0.0
analytic_multi,15,≥10%,0.01,0.02,20,1.0,4.0,0.006208548329070438,0.0
analytic_multi,15,≥10%,0.01,0.05,20,1.0,4.0,0.006208548329070438,0.0
analytic_multi,15,≥10%,0.05,0.02,20,0.3,3.1,0.030867272052213224,0.0
analytic_multi,15,≥10%,0.05,0.05,20,0.85,3.85,0.030867272052213224,0.0
analytic_multi,28,≥10%,0.0,0.02,1,1.0,4.0,0.00027197027773340253,0.0
analytic_multi,28,≥10%,0.0,0.05,1,1.0,4.0,0.00027197027773340253,0.0
analytic_multi,28,≥10%,0.01,0.02,20,1.0,4.0,0.0053014875819724985,0.0
analytic_multi,28,≥10%,0.01,0.05,20,1.0,4.0,0.0053014875819724985,0.0
analytic_multi,28,≥10%,0.05,0.02,20,0.65,3.3,0.026481081751580975,0.0
analytic_multi,28,≥10%,0.05,0.05,20,0.9,3.85,0.026481081751580975,0.0
analytic_multi,40,5–<10%,0.0,0.02,1,1.0,4.0,0.00013071753419613956,0.0
analytic_multi,40,5–<10%,0.0,0.05,1,1.0,4.0,0.00013071753419613956,0.0
analytic_multi,40,5–<10%,0.01,0.02,20,1.0,4.0,0.005252862017336312,0.0
analytic_multi,40,5–<10%,0.01,0.05,20,1.0,4.0,0.005252862017336312,0.0
analytic_multi,40,5–<10%,0.05,0.02,20,0.5,3.45,0.02664331180303247,0.0
analytic_multi,40,5–<10%,0.05,0.05,20,0.85,3.85,0.02664331180303247,0.0
analytic_multi,43,<1%,0.0,0.02,1,0.0,2.0,0.23224510920140223,0.0
analytic_multi,43,<1%,0.0,0.05,1,0.0,3.0,0.23224510920140223,0.0
analytic_multi,43,<1%,0.01,0.02,20,0.0,2.5,0.231429550346739,0.0
analytic_multi,43,<1%,0.01,0.05,20,0.0,3.0,0.231429550346739,0.0
analytic_multi,43,<1%,0.05,0.02,20,0.0,1.7,0.35877996027316716,0.0
analytic_multi,43,<1%,0.05,0.05,20,0.0,2.45,0.35877996027316716,0.0
analytic_multi,45,≥10%,0.0,0.02,1,1.0,4.0,0.00011565185022884774,0.0
analytic_multi,45,≥10%,0.0,0.05,1,1.0,4.0,0.00011565185022884774,0.0
analytic_multi,45,≥10%,0.01,0.02,20,1.0,4.0,0.005842667711222454,0.0
analytic_multi,45,≥10%,0.01,0.05,20,1.0,4.0,0.005842667711222454,0.0
analytic_multi,45,≥10%,0.05,0.02,20,0.25,3.15,0.02870425334605704,0.0
analytic_multi,45,≥10%,0.05,0.05,20,0.9,3.9,0.02870425334605704,0.0
analytic_multi,47,5–<10%,0.0,0.02,1,1.0,4.0,0.00027019820744337414,0.0
analytic_multi,47,5–<10%,0.0,0.05,1,1.0,4.0,0.00027019820744337414,0.0
analytic_multi,47,5–<10%,0.01,0.02,20,1.0,4.0,0.0044508060779931274,0.0
analytic_multi,47,5–<10%,0.01,0.05,20,1.0,4.0,0.0044508060779931274,0.0
analytic_multi,47,5–<10%,0.05,0.02,20,0.5,3.5,0.022012455492416764,0.0
analytic_multi,47,5–<10%,0.05,0.05,20,0.9,3.9,0.022012455492416764,0.0
analytic_multi,80,≥10%,0.0,0.02,1,1.0,4.0,0.00047611379805069303,0.0
analytic_multi,80,≥10%,0.0,0.05,1,1.0,4.0,0.00047611379805069303,0.0
analytic_multi,80,≥10%,0.01,0.02,20,1.0,4.0,0.003943890887604709,0.0
analytic_multi,80,≥10%,0.01,0.05,20,1.0,4.0,0.003943890887604709,0.0
analytic_multi,80,≥10%,0.05,0.02,20,0.55,3.55,0.019476756937715476,0.0
analytic_multi,80,≥10%,0.05,0.05,20,1.0,4.0,0.019476756937715476,0.0
analytic_multi,83,≥10%,0.0,0.02,1,1.0,4.0,0.00028444805480178455,0.0
analytic_multi,83,≥10%,0.0,0.05,1,1.0,4.0,0.00028444805480178455,0.0
analytic_multi,83,≥10%,0.01,0.02,20,1.0,4.0,0.004854767437294678,0.0
analytic_multi,83,≥10%,0.01,0.05,20,1.0,4.0,0.004854767437294678,0.0
analytic_multi,83,≥10%,0.05,0.02,20,0.35,3.2,0.023927551300392605,0.0
analytic_multi,83,≥10%,0.05,0.05,20,0.95,3.95,0.023927551300392605,0.0
analytic_multi,86,≥10%,0.0,0.02,1,1.0,4.0,0.00039393369192562596,0.0
analytic_multi,86,≥10%,0.0,0.05,1,1.0,4.0,0.00039393369192562596,0.0
analytic_multi,86,≥10%,0.01,0.02,20,1.0,4.0,0.003304574941632734,0.0
analytic_multi,86,≥10%,0.01,0.05,20,1.0,4.0,0.003304574941632734,0.0
